   ,TELEPULES,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
229,bo,6448482,6459991;6461060;6461087;6461088;6461093;6461098;6461099;6461105;6461507;6461508;6461513;6461520;6461525;6461526;6461531;6461662;6461800;6461801;6461842;6461843;8180233;8180234;78495041;78495042,ac,125,382.4700,
230,bo,8168048,8168057;9129830;9129831;18109896;18109897,km,150,626.4100,
231,bo,8168066,8168065,km,150,13.1900,
232,bo,8168073,8168072,km,150,21.4100,
233,bo,8168080,8168125;8168126,km,150,81.9600,
234,bo,8168087,9129878;9129879,km,150,8.3200,
235,bo,8168096,8168095,km,150,17.9700,
236,bo,8168101,8168112;9930291;9930292,km,150,246.2000,
237,buk,4588457,4898962,km,100,0.6000,
238,buk,4588459,34635065;34635066,km,100,393.5500,
239,buk,4588461,4898976;6274847;6274848,km,100,329.3500,
240,buk,4588463,4898968;34605644;34605645,ac,150,306.3200,
241,buk,4588477,4644786,ac,100,38.7100,
242,buk,4588495,4889006;4889007;9440400;9440401,ac,100,59.5200,
243,buk,4588511,4898940;9157883;9157924;17542746;17542747,km,100,304.6700,
244,buk,4588513,4888282;4888283;17829350;17829351,km,150,199.8800,
245,buk,4588517,4899719;4899720,ac,150,2.2600,
246,buk,4588519,4886362;34605527;34605528,ac,150,1412.6700,
247,buk,4588529,4886366;4886367,kpe,50,44.2200,
248,buk,4588531,9930774;9930775,km,100,8.3500,
249,buk,4588539,4886379;4886380,kpe,90,42.8100,
250,buk,4588541,4900593;4900594,ac,80,16.7500,
251,buk,4588549,4899525;4899526,ac,150,2.2200,
252,buk,4588567,35662566;35662567,ac,150,29.5200,
253,buk,4588571,4899470;4899471,ac,100,1.7000,
254,buk,4588577,4899430;4899431,km,200,138.4300,
255,buk,4588585,9893848;18244801;18244802;64365244,ac,100,23.1100,
256,buk,4588623,4886917;4886924;4886931;4886938;4886945;4886952;4886959;4886966;4886973;4886980;4886987;4886994;4887007;4887008;4887020;4887021;33040752;33040753,kpe,110,204.8300,
257,buk,4588663,4887042;4887047;4887048;4887054;4887060;4887065;4887071;4887072;4887348;4887361;4887362;4887368;4887375;4887382;4887389;4887396;4887402;4887403,kpe,110,206.7200,
258,buk,4588665,4886903;4886904,km,200,10.6700,
259,buk,4588667,4899457;4899458,km,200,147.3700,
260,buk,4588671,4887409;4887410,km,150,148.3300,
261,buk,4588673,4886910;4886911,km,150,164.5900,
262,buk,4588675,4899495;4899496,km,200,70.1000,
263,buk,4588679,4889380;34634999;34635000,km,200,55.9700,
264,buk,4588681,4644997,km,200,55.4800,
265,buk,4588683,4899488;9440260;9440274;17542689;17542690,km,100,109.4500,
266,buk,4588685,4899483,km,200,93.3000,
267,buk,4588689,4886898;4889385;34635147;34635148,km,200,75.6500,
268,buk,4588691,4891081;4891094;84835716;84835717,ac,80,75.6200,
269,buk,4588707,4889397;4889403;4889415;4889416;4889421;4889422;61288424,km,100,84.6900,
270,buk,4588729,4889436;4889449;4889455;4889456;4889461;4889467;4889468;4899450;4899451,km,100,140.7900,
271,buk,4588731,4885560;4885561,ac,300,50.9600,
272,buk,4588737,4889474;4889480;34635021;34635022,km,150,83.9600,
273,buk,4588799,4889485;4889491;4889497;4889836;4889842;4889848;4889849;4889854;4889855;4889860;4889861;4889866;4889867;4889872;4889873;4889878;4889884;4889885;4889890;4889891;4889896;4889897;4889902;4889903;4889908;4889909;4889914;4889915;4889920;4889921;21614409;21614410,km,200,351.8600,
274,buk,4588801,4899014;4899015,km,100,14.3700,
275,buk,4588803,4645058,km,100,20.6200,
276,buk,4588807,4890217;4890223;4890229;4890234;4890235;34635032;34635033,km,200,1137.3900,
277,buk,4588809,4899400;4899401,kpe,110,1.0000,
278,buk,4588811,4890240;4890241,km,200,105.2300,
279,buk,4588813,4899438;4899439,kpe,110,1.3300,
280,buk,4588837,6921167;6921168,km,200,13.1000,
281,buk,4588839,6921217;6921218;34635042;34635043,km,200,229.3300,
282,buk,4588841,4645077,km,200,61.5500,
283,buk,4588843,4645078,km,200,2.6100,
284,buk,4588871,4887434;4887440;4887441;4887608;4888879;4890648;4890649;9931013;9931026;9931027;9931040;9931054;9931055;9931068;9931069;17885819;17885821,km,100,187.4300,
285,buk,4588873,4890300;4890307;4890313;4890319;4898983;4898984,kpe,110,102.7100,
286,buk,4588875,4890264;4890272;4890279;4890286;4890293;4890294,kpe,110,88.3100,
287,buk,4588877,34605589;34605590,kpe,110,13.9700,
288,buk,4588903,4890338;4890349;4890350;4890356;4890362;4890367;4890374;4890379;4890380;4890385;4890386;4890391;4890392,kpe,110,101.4100,
289,buk,4588927,4886535;4886546;4886547;4886552;4886553;4890948;4890953;4890954;4890959;4890960;4892230;4892249;4892250;4892263;4892264;4892279;9931256;9931257,ac,100,155.3200,
290,buk,4591529,4645552,ac,150,1.0000,
291,buk,4591759,4645776,ac,300,34.8600,
292,buk,4591761,4645777,km,150,67.0900,
293,buk,4591763,4889625;4889626;4889631;4889632;4889638;4889658;4891119;35662576;35662577,ac,150,75.7800,
294,buk,4591765,4898557;4898558,km,200,2.4000,
295,buk,4591767,4899104;9929931;9929932,km,150,69.4800,
296,buk,4591769,4886892;4890733;4890734;9930712;9930713,ac,150,224.8900,
297,buk,4591773,4893425;4893433;4893446;4899085;4899086,km,100,63.0300,
298,buk,4591775,4899027;4899028,ac,100,1.7800,
299,buk,4591779,4899393,km,80,12.9700,
300,buk,4591781,4890576;4892593;4892594;4892605;4892606;4892611;4892612;4892647;4892654;4892661;4892662;11464748;34421214;34421215,km,80,219.5500,
301,buk,4591783,4900581;4900582,ac,150,1.1900,
302,buk,4591785,4900586;4900587,ac,150,34.3700,
303,buk,4591787,4887752;4887757;4887762;4887763;4889664;4889669;4889670,ac,80,114.6300,
304,buk,4591789,4889682;4889688;4889694;4889700;4889706;4889712;4889713;35662544;35662545,ac,80,76.4500,
305,buk,4591791,4886439;4886584;4886604;4886605;9440302;9440303,ac,100,141.2200,
306,buk,4591793,4899644;4899645,ac,150,4.4400,
307,buk,4591795,4892469;4892475;4892476;4892481;4892487;4900654;9930760;17542715;17542716,ac,100,74.9000,
308,buk,4591797,4890629;4891124;4891125;4891617;4891618;4892439;4892444;4892450;4892451;4900646,ac,100,152.2400,
309,buk,4591799,4890042;4890060;4890061;4891049;4891514;4891527;4891528;4891539;4891546;4891563;4891564;4891569;4891570;4891575;4891576;4891581;4891582;4891587;4891588;4891593;4891594;64365615,ac,100,200.8300,
310,buk,4591801,4886339;4888701;4888702,km,100,40.0500,
311,buk,4591809,4892178;4892184;4892185;4892202;4892203;4892237;4892238;4900692;4900693,ac,100,95.8900,
312,buk,4591811,4886191;4886198;4886578;4891184;4891197;4891202;4891203;4891725;4891731;4891737;4891743;4891744;4891749;4891750;4891755;4891761;4891767;4891768;4891869;4891882;4891887;4891899;4891900;4891905;4891906;4891911;4891912;22459450;22459451;75044343;75044344;75044352;75044353;75044360;75044361,ac,100,338.2200,
313,buk,4591813,4890878;4900760;4900761,km,100,40.0300,
314,buk,4591815,4886798;4888375;4888471;4888477;4888478;4890885;4890886;9930788;9930789,ac,100,57.4400,
315,buk,4591817,4886333;4886810;4886834;4886840;4886846;4886852;4886853;4888303;4888309;4888314;4888320;4888321;4888326;4888332;4888338;4888344;4888350;4888356;4888357;4888362;4888363;4888369;4888381;4888387;4888393;4888398;4888399;4888405;4888411;4888417;4888423;4888429;4888434;4888435;4888447;4888453;4888459;4888465;4889012;4889013;4889018;4889019;4889024;4889025;4889031;4889280;4889286;4889292;4889298;4889316;4889317;4889322;4889323;4889328;4889329;4889334;4889335;4890891;4890892;4891773;4891774;4891785;4891791;4891797;4891798;4891803;4891809;4891810;4900699;4900700,km,100,624.8100,
316,buk,4591819,4645806,ac,100,20.5900,
317,buk,4591821,4888921;4888927;4888939;4888940,ac,100,82.3700,
318,buk,4591823,4891169;4891170;4892196;4892197,ac,100,80.7300,
319,buk,4591825,4645809,ac,100,46.7900,
320,buk,4591827,4888981;4888987;4888993;4888994,ac,100,50.2200,
321,buk,4591829,4899124;34605552;34605553,kpe,160,13.3900,
322,buk,4591831,4890660;4890661;4898564;4898565;9930984;9930985;9930998;9930999,km,100,220.5600,
323,buk,4591833,34605458;34605459;34605544;66731789;66731790,ac,150,81.8600,
324,buk,4591835,4889362;4890673;4890679;4890684;4890690;4890691;4890696;4890703;4890715;4890716;4890721;4890722;4890750;4890751;4891044;4893611;4893612;9930844;9930845;9930950;9930951;55171059;55171060;56767564;56767565;64499466;64499467;66731751;66731752;67687570;67687597;67687598,ac,150,273.5800,
325,buk,4591841,4890739;4890988;4891031;4893202;4899518;4900613;9440246;9440330;9440331,km,200,1554.6000,
326,buk,4591843,4889341;4889367;4889368;4890968;4899116;4899117,ac,150,82.3100,
327,buk,4591845,4885256;4885287;4885355;4885396;4885397;4885402;4885408;4886887;4889993;4890022;4890023;4890744;4890745;4891623;4891629;4891630;4891635;4891641;4891642;4891647;4891648;4899130;4899131;9440190;9440191,ac,100,241.9200,
328,buk,4591847,4891038;4892946;4892952;4892965;4892966;4892972;4892973;4893213;4893219;4893226;4893232;4893238;4893243;4893244;4893249;4893250;4893256;4893261;4893268;4893269;4893280;4893281;4893287;4893292;4893293;4893298;4893299;4893304;4893305;4893312;4893317;4893318;4893323;4893324;4893329;4893330;73138162;73138163,ac,100,414.6800,
329,buk,4591849,4890506;4892734;4892746;4892882;4892888;4892889;4892894;4892900;4892906;4892912;4892979;4899160;4899161;6269318;6269319;9931166;9931167;44598896;44598897,ac,100,237.2600,
330,buk,4591851,4890762;4890763;4890780;4899322;4899323;4899352;4899353,ac,100,94.4100,
331,buk,4591853,4890774;4890847;4890852;4890853;4899346;4899347;4899366;4899367,ac,100,114.5000,
332,buk,4591855,4886741;4886747;4888537;4888538;4888543;4888555;4888556;4888561;4888562;4888567;4888574;4888582;4890871;9893874;9893875;9930665;9931194;9931195;34634945;34634946,ac,100,155.4300,
333,buk,4591857,4886859;4890858;4890864;4890865;4893755;4893756;4893767;4893768;4893773;4893774;4893779;4893780;4893785;4893786;4893791;4893797;4893798;4893803;4893804;4893829;4893835;4893841;4893846;4893847;4899358;4899359;9931214;9931215;34085695;34085696;34634910;34634911,ac,100,323.4800,
334,buk,4591859,4886502;4890815;4890821;4890822;4890827;4890828;4890833;4890840;4890841;4899340;4899341,ac,100,115.0300,
335,buk,4591863,4886125;4886496;4886497;4887857;4887858;4890258;4891935;4891959;4891965;4891971;4891977;4891983;4891984;4891989;4891990;4892007;4892008;35662457;35662458,ac,100,331.8100,
336,buk,4591865,4887864;4888526;4888531;4888532;4888589;4888590;4888595;4888596;4890537;4890544;4892669;4892684;4892692;4892697;4892698;4892703;4892704;4892709;4892715;4892716;4892721;4892722;4892727;4892728;8176827;8176828,ac,100,225.4900,
337,buk,4591867,4887870;4887875;4887876;4887882;4887888;4887894;4887899;4887900;4887906;4892019;4892020;4892026;4900660;4900661;4900673;4900674,ac,100,202.1200,
338,buk,4591869,4887840;4887851;4887852;4888951;4888952;4891995;4899286;9931180;9931181;35662389;35662390;59066181;59066182,ac,100,199.8100,
339,buk,4591871,4899291;4899292,ac,100,16.1400,
340,buk,4591873,4887948;4887955;7853927;8168604;8168605;70855083,ac,100,99.2200,
341,buk,4591879,4891683;4891689;4891690;4893735;4893736;70855049,ac,100,95.4900,
342,buk,4591881,4887084;4887096;4887103;4891337;4891338;4891343;4891344;4891350;4891356;4891362;4891367;4891368;4891374;4891379;4891380;4891385;4891386;4893810;4893817;4899334;4899335;9440106;9440107,ac,100,272.2800,
343,buk,4591883,4886691;4887975;4899246;4899247;8167148;8167149,ac,100,113.0600,
344,buk,4591889,4887962;4887968;4892165;34634986;34634987,ac,100,106.5100,
345,buk,4591891,4892031;4892032,ac,100,47.8100,
346,buk,4591893,4886391;4886396;4886397;4899309;4899310,ac,100,220.0000,
347,buk,4591895,79609671;79609672,ac,100,80.4800,
348,buk,4591897,4886112;4886681;4887986;4888627;4888628;4888633;4888639;4888645;4888646;4891221;4891226;4891312;4891313;4892038;4892039;4892057;4892063;4892069;4892075;4892080;4892081;4892092;4892098;4892104;4892110;4892116;4892122;4892128;4892134;4892140;4892141;4892146;4892147;4892152;4892153;4892159;4899265;4899266;9440120;9440121;9440134;9440135;9440148;9440149;9440162;9440163;9440176;9440177;70764372,ac,100,413.8700,
349,buk,4591899,4888621;4888622;4888670;4888676;4888677;4888682;4888683,ac,100,121.3300,
350,buk,4591901,4886056;4886384;4886385,ac,100,105.8600,
351,buk,4591903,4888615;4888658;4888957;4888963;4888964;4888975;4888976;4891136;4892353;4892354;34634976;34634977,ac,100,234.9100,
352,buk,4591905,4892013;4892538;4892564;4892574;4892575;4900666;4900667;63772512;63772513,ac,100,164.8400,
353,buk,4591907,4886656;4888696;4891918;4891924;4891929;4891930;4891941;4891942;4893653;4893654;4893660;4893666;4893671;4893672;4893684;4893685;47803488;47803489,km,100,319.6200,
354,buk,4591909,4890435;4891025;4893056;4893057;4893061;4893062;4893068;4893074;4893119;4893120;4893125;4893126;64365268,km,150,113.6300,
355,buk,4591911,4892764;4892824;4892838;4892839;4892844;4892845;4899167;4899168;64365220,ac,150,96.5200,
356,buk,4591917,34634876;34634877,ac,100,35.9100,
357,buk,4591919,4892215;4892293;4892294;4892299;4893860;4893866;4893867;8168539;8168540,ac,100,75.6600,
358,buk,4591921,4892305;4892306;4892312;4892319;4892326;22459460;22459461,ac,100,65.8400,
359,buk,4591923,4886048;4892346;4893852;4893853;41331711;41331712,ac,80,114.8500,
360,buk,4591925,4893877;34634920;34634921,ac,100,45.0400,
361,buk,4591927,4645969,ac,100,32.6400,
362,buk,4591929,4885695;4893698;4893704;4893717;4893718;4893723;4893729;4893742;4893743;4893749;4893750,ac,100,193.6800,
363,buk,4591931,4886253;4892256;4892272;4892286;4892332;4892333;4892338;4892339;4893872;9931228;9931229;9931242;9931243;34634886;34634887,ac,100,183.1600,
364,buk,4591933,4645972,ac,100,12.8500,
365,buk,4591935,4645973,ac,100,7.2000,
366,buk,4591939,4890603;4891008;4892359;4892365;4892506;4892550;4892551;4892557;4892558,ac,100,126.6400,
367,buk,4591947,4899579;4899580;9440232;9440233;9440358;9440372;9440373;9440614;9440615,km,100,559.4700,
368,buk,4591955,4890583;4892544;4892545;9271070,ac,100,83.7000,
369,buk,4591957,4885294;4885312;4885313;4885318;4885330;4885331;4885342;4885343;4885421;4885434;4885439;4885445;4885446;4885465;4885616;4885617;4885623;4885628;4885629;4885746;4889777;4889986;4889987;4891067;4891068;4892832;4892850;4892857;4892858;4892869;4892870;4892875;4892876;9930894;9930895;9930908;9930909;9930922;9930923;9930936;9930937,ac,150,363.2400,
370,buk,4591961,4885496;4885722;4885733;4885751;4885757;4885769;4886461;4886462;4889962;4889963;4889968;4889969;4889974;4889975;4889980;4889981;4893091;4893102;4893103;4893108;4893113;4893114;4893131;4893136;4893171;4893184;4893189;4893190;4893195;4893196;4899047;4899048;9931110;9931111;9931124;9931125,km,100,365.2600,
371,buk,4591963,4887323;4888088;4888096;4888104;4888112;4888120;4888127;4888135;4888136;4888141;9440414;9440415;34605578;34605579,km,100,158.5900,
372,buk,4591965,4888269;4888289;4888290;4892996;4892997,km,100,58.6200,
373,buk,4591967,4888069;4888081;4888172;4888178;4888184;4888190;4888196;4888202;4888208;4888214;4888220;4888226;4888232;4888238;4888244;4888251;4888256;4888257;4890915;4890916;4892990;4892991;4893141;4893147;4893153;4893154;4893159;4893165;4893166;4899019;4899020,km,100,382.0300,
374,buk,4591969,4893208;4893209;38863765;58881738,ac,100,94.2200,
375,buk,4591977,4893361;4893368;4893375;4893376,km,100,53.3600,
376,buk,4591979,4885582;4887519;4887525;4887531;4887537;4887543;4887798;4887804;4887810;4887816;4887822;4887828;4887834;4889239;4889244;4889245;4893441;4893617;4893618;4899759;4899760,km,100,184.6900,
377,buk,4591981,4890130;4890171;4890177;4890183;4890189;4893497;4893498;4893504;4893509;4893510;4899752;4899753,km,100,88.6300,
378,buk,4591983,4887471;4887472;4893343;4893349;4893382;4893383;4893388;4893395;4893563;4893564;4893623;4893624;9931082;9931083,km,100,134.2600,
379,buk,4591985,4893401;4893408;4893413;4893419;4893420;4893454;4893459;4893465;4893466;4893472;4899073;4899074;9931096;9931097,km,100,132.5100,
380,buk,4591987,4887549;4887555;4887560;4887566;4887572;4887578;4887785;4887791;4887992;4887993;4889250;4889256;4889262;4889268;4889274;4889521;4889527;4889533;4889539;4889545;4889546;4890118;4890123;4893491;4893516;4893522;4893527;4893528;4898996;4898997;4899079;4899080,km,100,285.0400,
381,buk,4591989,4899234;4899235,ac,150,0.5600,
382,buk,4591993,4899052;4899053;4899154;4899155,km,100,148.6000,
383,buk,4591995,4885348;4885385;4885390;4885391;4890004;4890005;4899142;4899143;4899148;4899149;18427617;18427618,ac,150,89.9500,
384,buk,4591997,4893485;4893486;4899066;4899067,km,100,33.9100,
385,buk,4591999,4888154;4888160;4888161;4899059;4899060,km,100,83.1900,
386,buk,4592001,4885791;4885798;4885805;4885852;4887626;4887627;4899745;4899746;9931138;9931139;26960982;26960983,km,100,99.8800,
387,buk,4592003,4885784;4889759;4889765;4889770;4889771;9931152;9931153,km,100,40.4000,
388,buk,4592005,4885839;4885858;4885859;4887341;4887495;4887500;4887501;4887584;4887585;4887620;4887621;4899739;4899740,km,100,105.2900,
389,buk,4592007,4646009,km,100,45.2300,
390,buk,4592009,4889731;4889738;4889745;4889751;4889752;4899092;4899093,km,100,69.4100,
391,buk,4592011,4887451;4887461;4887466;4887467;4887507;4887596;4887597;4887602;4887603,km,100,122.6800,
392,buk,4592013,4887329;4887330;4899097;4899098,km,100,66.2400,
393,buk,4592015,4888006;4888014;4888022;4888030;4888038;4888046;4888053;4888054;4890939;4890940;4899009;4899010,km,100,108.1900,
394,buk,4592017,4888276;4893002;4893008;4893014;4893020;4893038;4893039;4893044;4893045;4899042;4899043;9930802;9930803,km,150,156.8300,
395,buk,4592019,4899035;4899036,km,100,12.2600,
396,buk,4592021,4889055;4889078;4889079;4889092;4889098;4889099;4889105;4891599;4900632;8168591;8168592;9930746;9930747,ac,100,152.3600,
397,buk,4592023,4887297;4889143;4889155;4889156;4889168;4889169;4891073;4891074,ac,100,81.3100,
398,buk,4592025,4886325;4887310;4888716;4888717;4888729;4888740;4888741;4888746;4888747;4889036;4889061;4889066;4889067;4889111;4889112;4889118;4889129;4889149;4889150;4889162;4889163;4891465;4891606;4891611;4891612;64365485;64365549;64365550,ac,100,236.5500,
399,buk,4592033,6921225;9440386;9440387,ac,300,147.9900,
400,buk,4592039,4646025,ac,300,109.5900,
401,buk,4592041,34635101;34635102,ac,150,114.7500,
402,buk,4592043,4646027,ac,150,9.4800,
403,buk,4592051,56831269,ac,150,17.1600,
404,buk,4592055,4889188;4900575;4900576,ac,80,49.0900,
405,buk,4592057,4646034,ac,80,53.3700,
406,buk,4592059,4646035,ac,80,29.7100,
407,buk,4592069,35662607;35662608,ac,150,31.9200,
408,buk,4592073,4889614;4889619;4889620;4899560;4899561;9440316;9440317,ac,80,57.1000,
409,buk,4592075,4887240;4887247;4889231;4889232,ac,80,83.8800,
410,buk,4592079,4646045,ac,300,10.0900,
411,buk,4592085,18181659;58849753;58849754,ac,150,60.5300,
412,buk,4592089,4889174;4889175,ac,150,4.3000,
413,buk,4592091,4885546;4885547,ac,150,22.0600,
414,buk,4592095,4887221;4887728;4891106;4891107;4899672;4899673,ac,150,87.6700,
415,buk,4592099,4899635;4899636,ac,300,86.8800,
416,buk,4592101,25145053;25145054,ac,300,195.4400,
417,buk,4592103,4885553;4893890;4893891,ac,300,101.5300,
418,buk,4592105,4886454;4889181;4889182,ac,80,41.0700,
419,buk,4592107,4646167,ac,80,7.4600,
420,buk,4592109,4899664;4899665,ac,150,81.6500,
421,buk,4592113,6921159;6921160,ac,150,634.3300,
422,buk,4592115,34605634;64499495;64499496,ac,150,12.8300,
423,buk,4592119,4887274;4887275,ac,80,40.6000,
424,buk,4592121,4887640;4887646;4887647,ac,80,26.2300,
425,buk,4592123,4887254;4889225;4889226;35662661;35662662,ac,80,63.0400,
