,LEIRO_FID,GEOM_FIDS,ANYAG,MERET,HOSSZ,HIBA_DB
1425,48370,1408220;2814430;2814431,ac,100,81.2800,
1426,48371,781359,ac,100,6.4800,
1427,48372,1410994;1410999;1411003;1411004;2814385;2814386,ac,100,61.4000,2
1428,48373,1409858;1409863;1409869;1409875;1409880;1409881;1409887;1409892;1409897;1409902;1409912;1409916;1409917;6272195;6272196,ac,150,165.1800,1
1429,48376,1394509;1394510,kpe,90,36.4800,
1430,48379,781282,kpe,90,108.0200,
1431,48380,781281,kpe,90,106.4600,
1432,48388,1404772;1408021;1410404;2814313;6271928;6271929;6271934;6271935;6271940;6272238;6272239;6272244;6272692;6272693;6272704;6272705,kpe,90,162.4100,
1433,48389,781238,kpe,90,20.2000,
1434,48396,1411056;2814280;2814281,kpe,90,99.7000,
1435,48400,781040,kpe,90,112.1100,
1436,61832,1378154;1378159;1378164;40531833,olom,25,47.8900,
1437,61835,1350954;1350955,ac,100,190.9400,1
1438,61836,789044,ac,600,51.6500,
1439,61837,2812702;2840123;2840124,kpe,160,9.6200,
1440,61838,1358477;1358481;1360749;1360755;1360761;1360767;1360773;1360779;1360785;1360791;1360797;1360803;1360809;1360815;1360821;1360827;1360833;1360839;1360850;1360851;1360857;1360863;1360868;1360869;1392751;2826378;2826379,ac,50,244.1100,13
1441,61839,1370714;1370715,ac,400,265.9900,
1442,61840,2820153;2820154,kpe,110,12.1700,
1443,61841,1361244;1361249;1361254;2820792;2820793;2847781;2847782,ac,100,92.8600,
1444,61842,1360300;1372931;1376029;1376035;1389020;1389021;1389027;1389033;1389039;1389045;1389050;1389057;1389058;1404662;1404663;1408313;1408314;1408349;1408350;2842773;2842774,kpe,110,234.4100,1
1445,45784,1370977;1370981;1370986;1378408;1378409,ac,80,58.0900,1
1446,45785,1410330;20287712;20287713,kpe,90,28.0300,
1447,45795,1367724;2812978;2812979,gov,100,35.0600,
1448,45797,2813010;2813011,gov,100,30.2000,
1449,45798,2813001;2813002,gov,100,15.6500,
1450,45800,1380269;2811792;2811793,gov,100,67.6500,
1451,45801,783945,gov,100,0.2500,
1452,45802,783944,gov,100,0.2000,
1453,45804,2813086;2813087,kpe,110,10.1500,
1454,76215,1371407;1402100;1402101,ac,200,21.9900,
1455,76216,1355531;1355532,ac,200,11.8700,
1456,76217,777999,gov,200,1.4700,
1457,76218,778000,gov,200,3.3600,
1458,76221,1392653;1392657;2806291;2806292,kpe,110,63.0200,
1459,76222,2806305;2806306,ov,80,14.8500,
1460,76223,2806313;2806336;2806337,kpe,110,63.1600,
1461,76240,1350501;1350509;1350514;1350515;1409177;1409178,kpe,110,47.4400,
1462,76251,781799,kpe,200,7.4200,
1463,76253,2809692;2809693,a,200,0.6500,
1464,76254,2809680;2809681,a,200,2.0300,
1465,76255,781877,a,400,0.9100,
1466,76256,2809883;2809884,gov,300,22.9300,
1467,76261,781772,kpe,110,0.8600,
1468,76262,781798,a,400,14.4900,
1469,61828,787889,kpe,90,2.4000,
1470,46293,2834366;2834367,gov,200,4.8800,
1471,43884,2833562;2833563,ov,50,11.2100,
1472,59723,1349829;1349881;1349882;1349920;1349921;1350048;1360036;1360037;1367763;1373228;1373229;1374402;1374706;1374707;1375380;1375411;1376343;1376344;6274003;6274004;13412395;13412396;28820700;28820701;36618686;36618687,kpe,160,448.2200,
1473,60092,2812111;2812112,ac,80,13.9200,
1474,60093,783360,gov,80,0.8900,
1475,60094,2829626;2829627,kpe,110,2.7400,
1476,60095,1394881;1402584;1402590;1402596;1402602;1402608;1402614;1402620;1402625;1402626;1402631;1402632;2842157;2842158;2846565;2846566,ov,100,189.4100,1
1477,60097,1397169;6274398;6274399,ov,50,54.5200,
1478,60099,1377754;1379923;1410648;1410649;2812694;2812695,ac,125,64.5700,1
1479,60100,1368868;1407821;2818340;2818341,ac,125,157.4900,
1480,60101,785956,ac,300,1.6500,
1481,60102,785928,gov,150,38.0800,
1482,43963,1358252;1358262;1358267;1358268;1358278;1358285;1358289;1358295;1358296;1391968;1391969,kpe,110,166.8300,
1483,44784,1360099;1377195;1377200;1377206;1377212;1377218;1377224;1377230;1377236;1402771;1402777;1402783;1402784,ov,80,81.2200,
1484,62156,2812721;2812722,ac,250,188.3800,
1485,62157,1379124;1379125;2842195;2842196;2843861;20572618;20572619;71153353;71153354,ac,150,126.6500,
1486,62158,1348858;1405307;1405308,kpe,160,298.9400,
1487,62159,790216,kpe,110,5.9100,
1488,62160,1366615;1369499;1369506;1369513;1369518;1369519;2826195;2826196,kpe,160,56.8300,3
1489,62162,1352399;1352415;1356550;1387438;1387439;1409346;1409347;2846059;2846060;30201876;30201877;30201890;30201891,ac,80,95.3100,4
1490,62164,1356575;1356576;1393345;1393346;2827895;2827896,kpe,110,39.0800,
1491,62166,1387154;1387155;1387160;1387161;1387167;1387168;1387174;1387179;1387180;2831829;2831830;6274512;6274513,kpe,110,175.7900,
1492,62167,1366376;1366377;1368015;6274225;6274226,ac,100,41.4300,4
1493,62168,1399768;1399773;1399778;1399784;1399788;1399789;2846131;2846132,kpe,160,83.8200,
1494,62169,2842009;2842010,kpe,110,29.9700,
1495,62170,1373628;1374734;1375473;1394440;1394441;1405439;2831735;2831736;25703601;25703602;47261658;68944415;68944416,kpe,90,237.4900,
1496,62171,1359761;1392287;1392288;2839993;2839994,kpe,90,252.0200,
1497,62172,1355981;1355985;1355990;1407841;1407842;2816123;2816124,kpe,110,123.8200,
1498,62174,1373833;1373838;1373839;1373851;1374722;1374723;1375461;1375462;1387482;1387483;2831696;2831697,kpe,90,311.1700,
1499,62176,1373186;1373252;44983061;44983062,kpe,90,71.3500,
1500,62178,1357854;2815315;2815316,ac,80,88.7100,
1501,62179,1398787;1398794;1398810;1398816;1398822;1398827;1398828;1398833;1398834;1398840;1398846;1398852;1398858;1398863;1398864;1398870;1398875;1398876;2820261;2820262;2822232;2822233,ac,150,273.5100,5
1502,62180,1366052;1366056;1366061;1366066;2816755;2816756,ac,150,88.8300,1
1503,62181,1398724;1398729;1398730;1403593;1403599;1403605;1403611;1403617;1403623;1403629;1403635;1403636;2818684;2818685;2831644;2831645,ac,125,137.0400,
1504,62183,2842473;2842474,ac,80,6.8400,
1505,62185,1348984;2833419;2833420,ac,250,183.2700,2
1506,62186,1373823;1374391;1374392;1374430;1374431;1376213;1376214;2838041;2838042,kpe,110,223.5000,
1507,62187,795089,kpe,110,79.7400,
1508,62188,1373275;1373276;1373452;1373453;1376193;1376208;1376209;15602043;15602044,kpe,90,236.4800,
1509,62190,1380273;1380360;1380420;1380421,ac,200,61.1000,
1510,62191,1355074;1355077;1355078,ac,80,53.3200,1
1511,62192,1395407;1395413;1395418;1395419;1398428;1398429;2845601;2845602,ov,125,84.9500,3
1512,62193,1404143;2829217;2829218,ov,80,39.4200,
1513,62194,1394081;1394082;1396796;1396797,ac,150,76.6500,
1514,76282,782420,kpe,160,2.0900,
1515,76284,2832398;2832399,gov,300,48.5500,
1516,58720,1367886;1367891;1367922;1367923;1367928;1392588;1392589;2829284;2829285,gov,100,75.1100,
1517,58722,1376670;1376676;1376682;1376689;1376694;1376695;1376700;1376705;1376710;1394192;1394193;2820707;2820708;2820731;2820732,ac,100,97.4200,
1518,62438,1401996;2808731;2808732,kpe,110,44.6100,
1519,62463,2846354;2846355,ov,100,9.9100,
1520,59877,2829645;2829646,ac,200,13.7300,
1521,59878,787521,kpe,110,11.3300,
1522,59880,1372149;1372154;1408847;2809876;2809877;6273364;6273365,pvc,110,55.9600,
1523,59881,1361670;1361671,kpe,160,8.4100,
1524,59882,1372253;1372258;1372275;1372276;1393384;1393385;2820381;2820382,kpe,110,70.6300,
1525,59883,1370857;1370863;1370870;1370877;1370884;1370890;1370891;1370903;1394208;1394209;2806330;2806331;2820408;6273560;6273561,kpe,110,98.5800,
1526,59884,1372938;1372939;1373882;1373883;1376057;1376058;1385761;1385762;2820362;2820363,kpe,90,103.4100,
1527,59885,2831599;2831600,kpe,90,47.1700,
1528,59887,1353797;1353801;1353806;1353811;1353812,kpe,63,51.9700,
1529,59888,2817541;2817542;39998614;39998615,kpe,315,59.7600,
1530,59890,1359146;2829558;2829606;2829607,ac,200,68.1700,1
1531,59891,1370631;2811625;2811626;6273407;6273408,kpe,110,30.6500,
1532,59894,1368957;1368962;1368967;1368972;1368978;1372440;1372441;6274487;6274488;40030644;40030645,kpe,110,121.1500,1
1533,59895,1367392;1367397;1367402;1367407;1372677;1372682;1372687;1372688;1392639;1392640;2811079;2811080,kpe,110,197.7500,
1534,59896,783468,kpe,110,36.6100,
1535,59897,1369899;1369909;1369910;2812933;2812934;2847576;2847577,kpe,110,291.5100,
1536,59899,786273,kpe,315,1.7800,
1537,59901,2847068;2847069,gov,200,31.1400,
1538,59902,1395100;1395106;1395112;1395117;1395118;2837960;2837961;2845641;2845642,kpe,160,196.4900,11
1539,59903,1352503;1352508;1352513;1359053;2833648;2833649,kpe,110,123.3600,
1540,59904,1398946;1406027;1406080;1409839;2822461;2822462;2833110;2833111,kpe,160,371.3600,
1541,59905,1360508;1360509;1360514;1360515;1360520;1360531;1360537;1360543;1360554;1360559;1360560;1360565;1393515;1393516;1393722;1393723;6274420;6274421,kpe,90,164.5400,
1542,59907,1350821;1405635;6274176;6274177,kpe,110,151.6400,
1543,59908,1372901;1372902,kpe,160,61.5500,
1544,59911,1393708;1393709;1403015;1403019;1403025;1403026,ov,80,42.3600,1
1545,59912,1355198;1392965;1392966,kpe,110,22.2100,
1546,59913,785574,kpe,110,6.6600,
1547,59914,1364617;1364628;1364633;1364634;1375246;1375247;1375291;1375292,kpe,110,71.9000,
1548,59915,1364504;1364508;1364523;1364524;1364529;1364530;1364540;1392167;1392168;2836074;2836075,kpe,110,100.9400,2
1549,59916,2836149;2836150,kpe,110,19.3900,
1550,59917,1389672;1389676;1389677;1389682;1389683,kpe,110,50.8500,
1551,59918,2834701;2834702;2834707;2834708,kpe,110,43.7900,
1552,59919,2834695;2834696,kpe,110,4.5900,
1553,59921,785467,kpe,110,5.7200,
1554,59922,785459,kpe,110,0.9200,
1555,59924,1379409;1379410;1379415;1379416;1379428;1379433;1379549;1379554;1379560;1379561;1386315;1386316;1386320;1386321;1386326;1386327,ac,100,99.0500,1
1556,59925,1357515;1357524;1357529;1357863;1358772;1358790;1358796;1358797;1358802;1358808;1358815;1358821;1358827;1358833;1358838;1358839;1358845;1358851;1358857;1358862;1358863;1393275;1393941;1393942;1406252;1406257;1406258;2835725;2835726;2837204;2837205,kpe,160,234.4500,8
1557,59926,1374810;1374816;1374821;1374827;1374828;1400852;1407836;1407837,ac,80,55.8900,1
1558,59928,1361394;1394937;1394942;1394948;1394954;1394955,kpe,90,45.5100,
1559,59929,2812055;2812056,ac,200,19.1700,
1560,40841,1365928;1365934;1365939;1365940;1365946;2845286;2845287,ac,50,48.0700,
1561,60091,2812398;2812399,ac,80,57.8700,2
1562,46720,1359295;1364485;1375242;1375251;1385750;1385751;2834713;2834714,kpe,110,128.5200,
1563,59893,1350462;1350467;1371727;1371732;1371738;1371744;1371745;1405166;1405167,kpe,110,56.2000,
1564,45327,2812098;2812099,gov,80,3.0200,
1565,47843,1363924;1363927;1375100;1375101,ac,150,150.2300,
1566,44438,1355569;1363740;1363760;1363761;1393094;5813773;5813774;5813779;5813780;53011333;53011334;53011351;53011352,ac,200,136.3500,1
1567,61080,778469,kpe,160,7.9800,
1568,61130,1362045;1362050;1362055;1362060;1362070;1362075;1362080;1362085;1362090;1362094;1362095;1388300;1388301;1388306;2824869;2824870,kpe,160,185.5300,
1569,61131,1362037;1367998;2812191;2812192,kpe,110,83.8600,
1570,61132,1362405;1362410;1362415;1362877;1362882;1362883;1377019;1377020;2818499;2818500,pvc,110,73.5200,2
1571,61133,1376976;1376985;1376991;1376992;1377002;1377008;1377009;2818506;2818507;2823163;2823164,pvc,110,101.8200,1
1572,76387,1361054;1361058;1361063;1361473;1361479;1361484;1361485,ac,100,90.9200,
1573,61134,1373489;1378531;1378543;1378549;1378554;1378555;1378561;1378566;1378567;1378572;1378573;2823123;2823124,kpe,110,73.5100,
1574,61135,1375264;1378420;1378425;1378431;1378437;1378442;1378443;1378598;1378603;1378604;1378609;1378610;1378615;1378616;1378622;1378627;1378628;1378634;2847688;2847689,ac,125,201.5700,3
1575,61136,2823000;2823001,kpe,110,30.2900,
1576,61137,1371025;1371030;1375179;1393617;1393618;2822954;2822955,kpe,110,96.2800,
1577,61138,1401004;1401009;1401015;1401020;1401025;1401560;1401565;1401570;2821193;2821194;2821228;2821229,ov,80,104.6900,
1578,61139,1400126;1400676;1400682;1400688;1400694;1400695;1400700;1400707;1400712;1400713;1400719;1400724;1400729;1400734;1405324;1405325;1406182;1406183;2811357;2811358;2826363;2826364,ac,100,178.0000,6
1579,60196,1392971;1393243;1393248;2807364;2807365,kpe,90,53.0900,
1580,60198,778049,ov,80,2.7800,
1581,60210,2841428;2841429,kpe,90,10.3500,
1582,60211,778616,gov,400,6.1800,
1583,59678,2813510;2813511,kpe,160,22.1300,
1584,59682,1393419;1393420,kpe,63,5.8500,
1585,59684,2827405;2827406,gov,100,5.2400,
1586,59685,2823783;2823784,kpe,110,5.2100,
1587,59686,2819903;13412424;13412425,kpe,90,14.6400,
1588,59688,1365464;1365469;1365474;1365479;1365484;1365488;1365489;1366551;1366557;1366563;1366568;1366569;2806074;2806075,kpe,110,133.2200,
1589,59689,1393046;1393047;4475882;4475883,kpe,110,129.8800,1
1590,59690,790962,ac,150,0.8300,
1591,59691,2825612;2825613,kpe,63,6.7900,
1592,59692,1379854;1390220;1390224;1390225;1390236;1390243;1390248;1390249;2833001;16911936;16911937,kpe,110,178.0600,
1593,59695,1379932;1379936;1379946;1379947;1379952;1379957;1379967;1379968;1379973;1379978;2810817;2810818,ov,80,99.4500,
1594,59696,1364110;1364111;1364137;1364549;1364550;1364565;1364572;1376006;1376013;1387658;1387659;1387664;1387665;1387670;1387677;1387678;1387683;1387689;1387690;1387695;1387702;1387708;1387709;1391840;1391841;1391846;1391847;2836117;2836118,kpe,110,222.5400,
1595,59697,1356892;1356893,ac,80,17.5700,
1596,59698,1377393;1377398;1377399;1400829;1400834;1400839;1401331;1401337;1401338;1401344;1401350;1401356;1401361;1401362;2834519;2840998;2840999;6274207;6274208,ac,50,188.3700,8
1597,59699,1377792;1377797;1377803;1377808;1377809;2812881;2812882;2818367;2818368,ac,50,124.1600,1
1598,59700,1350916;1379481;1385701;1385702;1385707;1385708;1385715;1385721;1385727;1385733;1385739;1385744;1385745,kpe,110,155.5300,1
1599,59702,1373791;1403281;1410256;1410257;1410263;2819732;2819733,ac,100,145.1300,4
1600,59704,1364438;1364442;2825424;79456096;79456097,kpe,160,43.2000,
1601,59705,788425,ac,300,123.0400,
1602,59706,788855,kpe,160,3.5100,
1603,59707,1354878;1354879,ov,125,35.4800,
1604,59708,1364881;1364882,kpe,110,31.4700,
1605,59709,791230,ac,400,121.5600,
1606,59710,1379070;1379075;1379080;1379085;1379090;1401874;1401879;1401883;1401884;6273915;6273916,ov,80,146.8900,
1607,59712,1351721;1351725;1351730;1351735;2841455;2841456,kpe,90,121.4900,
1608,59715,1393028;1393029;1397033;1397034;1397039;2812316;2812317,ov,80,95.4900,
1609,59716,1379311;2807446;2807447,ac,100,76.0100,1
1610,59717,1379217;1396946;1396947;1396957;1396958;34172617;34172618,ov,80,50.2300,
1611,59718,2842430;2842431,ac,200,5.2600,
1612,59719,785803,ac,250,321.5000,1
1613,59720,1398478;1398483;2838253;2838254;2838439;2838440,ac,150,67.4700,
1614,59721,1400214;1400219;1400229;1400235;1400236;1400241;1400246;1400744;1400745;2806405;2806406;2812577;2812578,kpe,160,126.5800,
1615,59722,1356377;1356442;1356448;1356455;1356456;2816130;2816131,kpe,90,109.1600,
1616,59724,1365285;1375558;2824118;2824119,ac,300,150.7600,
1617,59727,785728,kpe,110,0.5000,
1618,58772,786922,kpe,160,154.4200,
1619,58778,1350169;1354538;2816483;2816484,kpe,110,28.4300,
1620,58783,1378414;1391293;1391294;2847723;2847724,kpe,63,58.7000,1
1621,58788,789443,ac,100,2.1400,
1622,58791,1356222;1356227;1356231;1356236;1356241;1356246;1356251;1356256;1356586;1356590;1356596;1356597;1411305;1411306;2816555;2816556,kpe,110,178.4800,1
1623,59680,2806483;2806484,ac,300,5.8300,
1624,62018,1371826;1375112;1375542;1375949;1375956;1397760;1397761;1406131;1406132;2822514;2822515,kpe,200,368.9300,
1625,44244,788960,kpe,200,43.2800,
1626,60049,2830353;2830359;2830360,kpe,90,23.1100,
1627,42025,788789,kpe,90,32.5200,
1628,70107,2826943;2846289,ov,100,129.6200,
1629,48759,1408670;1408671,kpe,110,120.8400,
1630,49543,2808773;2808774,kpe,110,0.6000,
1631,76434,781519,kpe,200,9.7900,
1632,76435,2809498;2809499,kpe,110,2.6900,
1633,76437,1404988;1404989,gov,200,520.3300,
1634,76447,781868,kpe,110,31.4000,
1635,61980,1350872;2811991;2811992,ac,100,48.4900,
1636,61981,1391621;1391622,pvc,125,46.8200,
1637,61982,2824918;2824919,kpe,160,3.5200,
1638,61983,1391262;2820402;2822080;2822081;6273750;6273751,kpe,110,59.5900,
1639,61984,1373670;1376051;1376052;1390381;1390392;1391699;1392333;1392334;1404650;1404651;1405980;2847135;2847136;6273199;6273200;6273780;6273781;15259169;15259170,kpe,110,174.0300,1
1640,61985,1367424;1367425;1367430;1367431;1367436;1367437;1373034;2846993;2846994,ov,80,84.3700,1
1641,61986,1357850;1376576;2829727;2829728,ac,300,39.5400,1
1642,61988,792273,ov,80,5.0100,
1643,61989,1366865;1367442;1367447;1367448;1367455;1367462;1392474;2825965;2825966;2842620;20288286;20288287;70414314;70414315,kpe,90,204.6600,
1644,61990,1361112;1361116;1361121;1361126;1361131;1361137;2840591;2840592,ac,50,50.5800,
1645,61992,1376553;1376559;1376564;1376565;1376570;1376571;1380951;1380952,ov,80,67.3000,
1646,61993,2847450;2847451,kpe,200,101.2600,
1647,61994,1396078;1396079,ov,80,51.8300,
1648,61995,2835442;2835443,kpe,63,22.2400,
1649,61996,1373897;1373902;1373908;1373913;1373925;1385871;1385872;1392728;1392729;1399212;1399213;1399218;1399219,kpe,110,201.1100,
1650,61999,2833598;61014696;61014697,kpe,200,278.4900,
1651,62000,2833573;2833574,gov,200,47.3400,
1652,62001,2845421;2845422,kpe,110,29.9800,
1653,62002,1374859;6274010;6287245;6287246;6287252;6287253,gov,200,65.0500,
1654,62004,1356948;1410387;1410388,kpe,160,158.9800,
1655,62005,1356622;1366474;1366483;1366490;1366501;1366507;1366890;1366891;1371555;1373509;1373510;1373689;1374435;1374436;1374490;1405342;1405860;1410201;4583259;4583260;5810158;5810159;6274085;6274086;38997490;38997491;55703226;55703227;59199708;59199709;74232756;74232757;78593841;78593842,kpe,160,398.2300,
1656,62006,1410213;2831977;2831978,kpe,110,51.2800,
1657,62007,1350220;1366776;1393476;1393477;1393693;2831909;2831910,kpe,90,160.4200,
1658,62008,1358380;1366387;1366392;1366402;1366407;1366412;1372619;1372620;2831388;2831389;13609665;13609666;62314266;62314267,kpe,110,213.3100,1
1659,62011,1365827;1372832;1372837;1372838;1373954;1373955;1389985;1394226;1394227,kpe,110,121.8200,
1660,62012,1348633;1395813;1395818;1395824;1395830;1395836;1395842;1395848;1395849,ac,100,86.3200,1
1661,62013,1360480;1360485;1367002;1405099;1405100;2824309;16912171;16912172,kpe,90,163.1700,5
1662,62014,1377914;1392685;1392686;2813080;2813081,kpe,90,25.2000,1
1663,62015,1350880;1353048;1353049;1380595;1380601;1380607;1380608;1392691;1392692;2824412;2824413,kpe,63,111.2500,2
1664,62019,2812708;2812709,kpe,160,4.9100,
1665,62022,782382,kpe,63,60.8000,
1666,48935,2813976;6270988;6270989,kpe,110,107.4700,
1667,76490,2824802;2824803,kpe,160,18.7700,
1668,46015,1350019;1351218;1367752;1367968;1367969;1373654;6274164;6274165;77370773;77370774,kpe,63,171.8500,
1669,3852371,3852370,a,400,2.0700,
1670,76502,1392294;1392298;5810118;5810119,kpe,90,68.1600,
1671,58577,1348846;1359316;1359321;1359326;1359331;1359336;1359341;1359342;2840213;2840214,kpe,90,39.6700,1
1672,58581,1375810;1375811,kpe,90,1.2500,
1673,59728,785724,gov,300,0.6000,
1674,59729,1380034;2827453;2827454,ac,100,130.5200,
1675,59730,785676,ac,300,0.8600,
1676,59731,1409722;1409723;2831331;2831332,ac,250,64.6500,2
1677,59733,1354254;2846671;2846672,gov,300,2.1000,
1678,59736,1396616;1396617;2827596;2827597,ac,200,62.5100,2
1679,59737,2827459;2827460,ac,150,8.2500,
1680,59738,1377559;1377560;1409740;1409741,ac,150,58.2100,
1681,59739,785596,kpe,90,6.6600,
1682,59740,1352495;2833618;2833619,kpe,200,12.7900,
1683,59741,785532,gov,300,0.5600,
1684,59742,1387889;2815892;2815893,ac,150,123.8400,
1685,59744,2847191;2847204;2847205,ac,80,66.8000,
1686,59745,1387892;1387893,ac,150,245.4100,
1687,59747,1372136;2812834;2812835,ov,80,3.6500,
1688,59748,1394998;1394999,kpe,110,31.6400,1
1689,59749,1372538;1372544;1372554;1372555;1372565;1372570;1372571;2812265;2812266,kpe,110,154.0900,
1690,59750,782948,gov,200,8.1300,
1691,59751,2827789;2827790;2831477;2831478;5810104;5810105,kpe,110,185.1200,
1692,59753,1361077;1367833;1374126;1374127;1390560;1390564;1390565;1390570;1390587;1390588;1391026;1391027;1393332;1393333;1409351;1409352;2814965;2814966;51667315;51667316,ac,100,291.2900,1
1693,59755,1354588;2844702,kpe,110,6.8600,
1694,59756,1350482;1369440;1369448;1369454;1369455;1369465;1369466;1369471;1369472;1369477;1369478;1369483;1369484;2811408;2811446;2811447;33041389;33041390,kpe,90,187.9200,
1695,59757,1370768;1370774;1370778;1370779;1371652;1371658;1371664;1371670;1371676;1371677;1371682;1371683,kpe,110,233.8400,
1696,62326,2809800;2809801,kpe,110,2.2800,
1697,62327,2809792;2809793,kpe,110,2.3000,
1698,62328,1405548;1405558;1405559;1405732;1405738;2809765;2809766;2809826;2809827,kpe,110,85.0900,
1699,62329,2809785;2809786;2809820;2809821,kpe,110,40.3800,
1700,60924,778866,kpe,160,9.5900,
1701,60927,1389606;1389607;1389613;1389614;1389620;1392377;1404628;1404629;6274151;6274152,ac,200,146.8900,1
1702,60025,2834213;2834214,kpe,110,32.0800,
1703,60026,1362166;1362170;1362175;1362180;2832509;2832510,kpe,110,178.7800,
1704,60027,1362625;1362631;1362632;1362637;1362642;1362643;2829537;2829538,ac,200,171.6500,
1705,60028,1405578;6284547;6284548,ac,150,115.3000,
1706,60029,1362512;1362513;1362518;1362524;1362530;1362536;1362542;1362548;1362554;1362560;1362565;1362566;2811212;2811213,kpe,160,237.2600,2
1707,60030,2827732;2832529;2832530,kpe,110,49.5600,
1708,60031,1363518;1363519,kpe,90,48.8900,1
1709,60032,2827660;2827661,ac,100,14.3000,
1710,60034,791594,ac,300,4.8600,
1711,60035,1350803;1350804,ac,250,46.0100,1
1712,60036,2827815;2827816,ac,300,40.3600,
1713,60037,791191,ac,300,97.8300,
1714,60039,1359800;1359801,ac,300,59.1200,
1715,60041,2832343;2832355;2832356,ac,150,22.5000,
1716,60042,2825891;2825919;2825920,ac,150,33.4800,
1717,60043,1378582;1378593;1378833;1378834;2832291;2832292;29791691;29791692,kpe,160,87.5000,
1718,60044,790382,ov,50,1.2000,
1719,60045,2827588;40534015;40534016,ac,100,15.5000,2
1720,60046,1396567;1396571;1396572;2827696;2827697,ac,100,61.0300,1
1721,60047,2830420;2830421,gov,200,25.7900,
1722,60048,2809967;2809968,ac,200,57.5700,3
1723,60052,789147,ac,100,44.9500,
1724,60053,789137,kpe,110,11.2300,
1725,60054,789133,ac,150,32.3300,
1726,60055,789131,kpe,110,10.6700,
1727,60057,787919,ac,300,75.9300,
1728,60058,1400973;1400978;1400983;1400988;1400993;1400999;1401411;1401416;1401417;1401422;1401428;1401434;1401440;1401446;1401452;1401458;1401464;1401476;1401477;1401482;1401488;1401500;1401501;1401506;1401512;1401518;1401524;1401530;1401536;1401542;1401548;1401549;2821186;2821187;6273468;6273469,kpe,90,271.8400,1
1729,60059,1370966;1370970;1370971;1388342;1388348;1388349;1388360;1388361;1393654;1393655,kpe,110,59.8600,
1730,60060,1358066;1358067;1388750;1388751,ac,80,24.5000,
1731,60061,2847742;2847743,ac,80,6.6100,
1732,60063,1370153;1370154,kpe,90,27.0100,
1733,60064,1362303;1362304;1362313;1362319;1362320;1362331;1362336;1362341;1362346;1362362;1362367;1362372;1362379;1389334;1389335;1389348;1389354;1393698;1393699;1394989;2844695;2844696;40207988;40207989;82635062;82635063,kpe,110,226.4800,1
1734,60065,786317,ac,200,14.2300,
1735,60066,1364855;1372749;1387395;1387396,ac,250,785.3400,14
1736,60067,786269,ko,300,19.1700,
1737,60068,1369376;1393841;1393842;1393847;1393848;1393854;1393855;1394531;1394536;1394537,kpe,110,149.8100,
1738,60069,2831836;2831837,kpe,110,0.7800,
1739,60071,2810993;2810994,kpe,110,0.4500,
1740,60073,2812516;2812517,ov,100,0.4000,
1741,60075,1400816;1400820;1400824;1400825,ac,50,63.9600,
1742,60076,2839049;2840862;2840863,pvc,110,21.2700,2
1743,60077,786254,ac,100,2.2400,
1744,60078,1401245;1401249;2841072;2841073,ac,125,67.9600,
1745,60079,2818361;2818362,kpe,315,407.8900,4
1746,60080,2818429;2840891,gov,150,15.4900,
1747,60081,1378314;1378318;1378323;1390184;1390185,ac,125,92.6800,
1748,60084,786117,ac,150,9.4900,2
1749,60086,1379844;1379848;2834488;2834489,ac,125,36.7400,
1750,60087,1377373;2818383;2818384,ac,125,12.2600,
1751,60088,1390254;1390255,ac,150,77.8000,
1752,41021,2847424;2847425,ac,300,303.7200,
1753,60056,1352903;1352918;1371967;1373650;1374770;1409701;1409702;2826692;2826693;16912516;16912517;33159313;33159314,ac,100,552.9800,2
1754,59573,1398904;1403982;1403994;1404006;1404007;1404523;1404535;1404541;1404546;1404547;1404553;1404558;1404559;1405691;1405692;1410842;1410843;2846465;2846466,kpe,110,199.0000,3
1755,60090,783615,gov,80,3.0000,
1756,76593,777948,ov,200,15.2900,
1757,76594,1398913;1398914,ac,80,28.2400,
1758,76597,2806197;2806198,kpe,110,0.6200,
1759,76598,1355156;1373728;1373729;2838195;2838196,kpe,110,78.5400,
1760,76601,1405047;1405048;1405052;1405053,kpe,110,20.2400,
1761,45564,2844592;2844593,ov,100,2.6100,
1762,46789,1363726;1363730;1363731;1379239;1379245;1379258;1379264;1379270;1379276;1379283;1379288;1379289;1390659;1390660,ov,80,155.0500,5
1763,45777,1359166;1359171;1359176;1359180;1359181;1362802;1402551;1402557;1402562;1402563;1402568;1402573;1402578;2837496;2837497,kpe,160,143.7300,
1764,59853,1402763;1403229;1403234;1409205;1409206;2830742;2830743,kpe,90,60.0200,
1765,59854,1403145;1403157;1403162;1403163;1403169;1403174;1403179;1403184;2811232;2811233;2830721;2830722,ac,80,66.7000,
1766,59855,1403080;1403085;1403090;1403095;1403104;1403105;1403112;2830623;2830624;28298368;28298369,ov,80,78.8800,
1767,59856,2826950;2826951,ac,125,25.5200,1
1768,59858,792872,kpe,90,3.4000,
1769,59859,1364187;2823181;2823182,kpe,32,32.6300,
1770,59860,1377092;1377098;1377104;1377105;1402191;1402192;2841213;16911883;16911884,ac,100,108.0600,
1771,59861,2839321;2839322,kpe,110,19.0700,
1772,59862,1377045;1377050;1377051;1377056;1377061;1377066;1377071;1377081;1377082;1379027;1379033;1379034;2843189;6284631;6284632,kpe,110,113.6100,
1773,59863,1378906;1378907;1378911;1378916;2841318;2841319,kpe,90,76.9100,
1774,59866,1403065;1403066;1407400;1407401;2819448;2819449,ac,100,89.0400,
